case_number,arrest_date,charge_1_statute,charge_1_description,charge_1_type,charge_2_statute,charge_2_description,charge_2_type,charge_3_statute,charge_3_description,charge_3_type,charge_4_statute,charge_4_description,charge_4_type,person_id
JB552658,2018-12-18T22:46:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,4-108-070,SMOKING IN A FILLING STATION,NA,NA,NA,NA,42957
JC553358,2019-12-20T04:30:00Z,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,69652
JA411747,2017-08-30T15:10:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,83203
JA248477,2017-05-03T05:25:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,9-40-200(B),OPERATOR SIGNAL REQUIRED 100FT OF TURN,NA,29119
JC470684,2019-10-13T05:37:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,NA,NA,NA,NA,NA,NA,NA,NA,NA,7667
JA485993,2017-10-26T01:00:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,NA,NA,NA,NA,NA,NA,NA,NA,NA,87020
JA223681,2017-04-13T23:20:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,90235
JA375240,2017-08-03T13:45:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,M,NA,NA,NA,NA,NA,NA,35372
JB437809,2018-09-16T17:25:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,65707
JA486570,2017-10-26T16:09:00Z,4-64-181,DISTRIBUTION CIGARETTES/TOBACCO FROM SEALED PACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83441
JA152969,2017-02-14T08:20:00Z,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,M,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,53201
JB477182,2018-10-16T04:12:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,50324
JC164039,2019-02-24T17:02:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,21850
JB308860,2018-06-16T06:10:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,16962
JB153862,2018-02-16T08:44:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,42526
JA196629,2017-03-22T22:50:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,91528
JC234040,2019-04-22T21:15:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,60596
JC351892,2019-07-17T01:14:00Z,720 ILCS 5.0/28-1-A-1,GAMBLING - PLAY GAME OF CHANCE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,48739
JB348594,2018-07-14T01:07:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,71727
JA467086,2017-10-11T17:25:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,74243
JA304627,2017-06-13T11:55:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,93177
JC147710,2019-03-01T19:33:00Z,720 ILCS 5.0/20-1-A-1,ARSON/REAL/PERSONAL PROP>$150,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,70017
JB329201,2018-06-30T17:19:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,63549
JB372969,2018-07-31T18:00:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,51045
JC194312,2019-03-21T20:55:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,6030
JC344726,2019-07-12T00:47:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,70699
JA211926,2017-05-05T00:28:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,31506
JA274339,2017-05-22T17:06:00Z,8-26-020-A,GUN OFFENDER DUTY TO REGISTER AND TO VERITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62071
JA353659,2017-07-18T23:35:00Z,720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,51561
JC298435,2019-06-09T07:41:00Z,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,38556
JB412881,2018-08-29T01:13:00Z,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,73590
JB337088,2018-07-06T00:33:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,9-52-020,RIDING BICYCLE ON SIDEWALK,NA,NA,NA,NA,NA,NA,NA,98629
JC406209,2019-08-25T08:03:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,72654
JC425008,2019-09-08T20:59:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,415 ILCS 105.0/4,LITTERING,M,NA,NA,NA,NA,NA,NA,87905
JA176494,2017-03-06T11:05:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,5457
JA169438,2017-02-28T03:45:00Z,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,8-26-050,GUN OFFENDER DUTY TO REPORT,NA,NA,NA,NA,NA,NA,NA,84324
JA482524,2017-11-09T02:50:00Z,720 ILCS 5.0/16-1-A-1-A,THEFT CONTROL INTENT<$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,62308
JA430331,2017-09-14T01:25:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81257
JB104231,2018-01-10T19:53:00Z,510 ILCS 70.0/3.01,ANIMAL - CRUELTY TO ANIMALS,M,510 ILCS 70.0/3.01,ANIMAL - CRUELTY TO ANIMALS,M,510 ILCS 70.0/3.01,ANIMAL - CRUELTY TO ANIMALS,M,510 ILCS 70.0/3,ANIMAL OWNER DUTIES /1ST VIOLATION,M,55157
JB478245,2018-10-16T23:05:00Z,720 ILCS 5.0/26.5-2-A-2,PHONE HARASSMENT/NO CONVERSATION,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,77373
JA477893,2017-10-20T01:12:00Z,720 ILCS 5.0/19-1-A,BURGLARY (ATTEMPT),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,87477
JB395111,2018-08-16T00:46:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,85368
JC336683,2019-07-06T03:29:00Z,720 ILCS 5.0/24-1.6-A-2,AGG UUW/PERS/LOAD/NO FCCA/FOID,F,720 ILCS 550.0/5-C,CANNABIS - MFG/DEL - 10-30 GRMS,F,720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,F,720 ILCS 5.0/12-5-A-1,RECKLESS CONDUCT/BODILY HARM,M,10847
JC257789,2019-05-10T20:50:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,45494
JA559980,2017-12-23T03:22:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,8151
JB558082,2019-01-14T21:17:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,21462
JC368732,2019-07-29T01:25:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,63746
JC350160,2019-07-15T21:55:00Z,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-76-160(B),DISPLAY ST REG-REAR MOTRCYCL/TRLR/SEMI-TRLR,NA,NA,NA,NA,57357
JC272058,2019-05-21T15:57:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED FIREARM,F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,9-12-050(B),"LANES, FAIL TO KEEP IN",NA,9-76-210,BROKEN OR INOPERABLE LAMPS/BROKEN OR CRACKED GLASS,NA,67168
JC296764,2019-06-08T02:07:00Z,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,68774
JC334826,2019-07-05T00:05:00Z,625 ILCS 5.0/4-104-A-4,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,M,NA,NA,NA,NA,NA,NA,50669
JC162492,2019-02-23T03:57:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,69979
JA263399,2017-05-14T18:40:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78408
JA258103,2017-05-10T17:57:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,61125
JC214276,2019-04-06T22:35:00Z,720 ILCS 5.0/16-3-A,THEFT -  LABOR/SERVICES/PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,18231
JB277464,2018-05-25T03:54:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,50839
JC277111,2019-05-24T23:20:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,58997
JA461853,2017-10-07T14:50:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,40881
JB355689,2018-07-19T01:25:00Z,720 ILCS 5.0/24-1.6-A-1,AGG UUW/LOADED-NO FCCA-FOID,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160
JB105691,2018-01-05T23:31:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,55132
JC530242,2019-12-01T08:18:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,43138
JB280156,2018-05-27T03:30:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,98333
JA410360,2017-08-29T14:25:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,28151
JB257374,2018-06-14T15:39:00Z,625 ILCS 5.0/4-103-A-1,RECEIVE/POSSESS/SELL  STOLEN VEHICLE,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,37471
JC549102,2019-12-16T21:00:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,68918
JB111201,2018-01-10T21:20:00Z,720 ILCS 5.0/16-1-A-1-B,THFT CONTROL KNOW DEPRIVE<$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,43224
JC319008,2019-06-24T03:15:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,14383
JB273566,2018-05-22T16:25:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,17513
JC170599,2019-03-02T03:28:00Z,720 ILCS 5.0/21-3-A-1,CRIMINAL TRESPASS TO REAL PROPERTY,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,31907
JC461185,2019-10-15T15:38:00Z,720 ILCS 5.0/18-1-B-1,ROBBERY - AGG ROBBERY/INDICATE ARM W/FIR,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,18518
JC439629,2019-09-19T15:33:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8026
JA102963,2017-01-03T22:00:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,14977
JC361352,2019-07-23T20:38:00Z,720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,23253
JA519492,2018-01-21T16:24:00Z,720 ILCS 5.0/11-1.50-B,CRIM SEX AB/PERS <17/VIC 9<17,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,76701
JB322839,2018-06-26T04:10:00Z,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,35534
JC496071,2019-11-02T21:50:00Z,720 ILCS 5.0/12-3.3-A-5,AGG DOMESTIC BATTER/STRANGLE,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,17141
JC339215,2019-07-08T03:42:00Z,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14026
JB541883,2018-12-06T06:16:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,94340
JA252677,2017-05-06T09:37:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,3990
JC325050,2019-06-28T04:22:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,6784
JA171960,2017-03-02T05:04:00Z,720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,F,625 ILCS 5.0/11-501-A-2,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,M,720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,M,8387
JA509326,2017-11-13T00:19:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,82102
JB434529,2018-09-14T06:13:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,46930
JB331369,2018-07-02T05:09:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,35312
JC426719,2019-09-10T00:10:00Z,720 ILCS 5.0/21-5-A,CRIM TRESPASS TO STATE LAND,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,56237
JB300702,2018-06-10T14:20:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,57086
JC324211,2019-06-27T17:20:00Z,8-26-030-B,ANNUAL GUN OFFENDER REGISTRATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93767
JA269461,2017-05-18T22:10:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,81630
JB161633,2018-02-22T22:58:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256
JC159807,2019-02-21T00:45:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,10-8-515,SOLICITING UNLAWFUL BUSINESS,NA,NA,NA,NA,NA,NA,NA,33665
JC431730,2019-09-13T18:00:00Z,720 ILCS 570.0/401-D-I,OTHER AMT NARCOTIC SCHED I&II,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,45033
JB178029,2018-03-08T17:10:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,53758
JA161342,2017-02-21T02:27:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,M,625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,NA,625 ILCS 5.0/11-1412.1,IVC - DRIVING ON SIDEWALK,NA,6000
JC357471,2019-07-21T00:05:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,720 ILCS 550.0/4-C,POSS CAN/>30-100 GRAM/1ST,M,720 ILCS 600.0/3.5-C,POSS DRUG PARAPHERNALIA,NA,NA,NA,NA,57730
JA410276,2017-08-29T12:48:00Z,720 ILCS 5.0/17-10.6-H,CONTINUING FIN CRIME ENTRPRS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,79065
JC345229,2019-07-14T06:04:00Z,720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,32275
JB136917,2018-02-01T03:28:00Z,720 ILCS 5.0/24-1.6-A-2,AGG UUW/ON PERSON,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,79765
JA381119,2017-08-07T16:58:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,79413
JB285236,2018-05-30T18:38:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,NA,NA,NA,NA,NA,NA,NA,NA,NA,21446
JB545641,2018-12-09T04:15:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,99905
JB114994,2018-01-13T19:34:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,M,9-16-040(A),U-TURN 100FT INTERSECTION,NA,NA,NA,NA,73702
HW434870,2018-06-20T20:31:00Z,720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,63851
JB184867,2018-03-14T00:50:00Z,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,720 ILCS 550.0/4-B,POSS CAN/>10-30 GRAMS/1ST,M,625 ILCS 5.0/12-503-E,"DEFECTIVE WINDSHIELD/3RD+,1YR",M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,27150
JA180997,2017-03-09T21:10:00Z,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,M,NA,NA,NA,NA,NA,NA,77391
JC445325,2019-09-23T19:50:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,18688
JA519672,2017-11-21T02:45:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,27143
JA345584,2017-07-13T02:25:00Z,720 ILCS 5.0/16-25-A-1,RETAIL THEFT/DISP MERCH/<$300,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,94729
JB370343,2018-07-29T19:31:00Z,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,57171
JB264731,2018-05-15T21:50:00Z,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,M,NA,NA,NA,NA,NA,NA,18056
JA203597,2017-03-28T18:25:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,59510
JC281462,2019-05-28T13:20:00Z,430 ILCS 66.0/65-A-19,CARRY CONCEALED FIR/AIRPORT,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,6042
JB368568,2018-07-28T04:50:00Z,720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,M,720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,M,NA,NA,NA,NA,NA,NA,52122
JB258734,2019-08-06T16:45:00Z,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHD CON/>$100K-$500K,F,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,NA,NA,NA,NA,NA,NA,69585
JB456361,2018-09-30T03:33:00Z,720 ILCS 550.0/5-D,CANNABIS - MFG/DEL - 30-500 GRMS,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,31463
JB241617,2018-04-28T20:33:00Z,720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,M,720 ILCS 5.0/16-25-A-8,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,NA,NA,NA,NA,NA,NA,19243
JA350419,2017-07-16T19:52:00Z,720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,F,720 ILCS 5.0/24-1.7-A,ARMED HABITUAL CRIMINAL,F,720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,33217
JB281413,2018-05-27T22:07:00Z,720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,9-52-020,RIDING BICYCLE ON SIDEWALK,NA,8-24-020,SALE OR POSSESSION OF DEADLY WEAPON,NA,39226
JA530261,2017-11-30T01:39:00Z,720 ILCS 5.0/24-1-A-9,UUW -  WEAPON - POSSESS/CARRY /CONCEAL WEAPON,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,61443
JB524954,2018-11-22T07:35:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,84086
JA316502,2017-07-26T23:44:00Z,720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHD CONTROL>$500<$10K,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,59160
JA327084,2017-06-29T13:10:00Z,720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,83960
JB533920,2018-11-30T01:11:00Z,730 ILCS 150.0/3-A,VIOL SEX OFFENDER REGISTRATION,F,9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,NA,NA,NA,NA,NA,NA,NA,24527
JC476980,2019-10-22T18:15:00Z,720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,992
JA331053,2017-07-02T06:55:00Z,720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,42370
JA171496,2017-03-01T22:10:00Z,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,M,725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,NA,73135
